2025/09/08 14:14:37.120, 0, 11409
2025/09/08 14:14:37.121, 0, 10851
2025/09/08 14:14:37.122, 0, 10911
2025/09/08 14:14:37.122, 0, 13325
2025/09/08 14:14:38.123, 0, 11409
2025/09/08 14:14:38.124, 0, 10851
2025/09/08 14:14:38.124, 0, 10911
2025/09/08 14:14:38.124, 0, 13325
2025/09/08 14:14:39.125, 0, 11409
2025/09/08 14:14:39.126, 0, 10851
2025/09/08 14:14:39.126, 0, 10911
2025/09/08 14:14:39.127, 0, 13325
2025/09/08 14:14:40.127, 0, 11409
2025/09/08 14:14:40.128, 0, 10851
2025/09/08 14:14:40.129, 0, 10911
2025/09/08 14:14:40.129, 0, 13325
2025/09/08 14:14:41.130, 0, 11409
2025/09/08 14:14:41.131, 0, 10851
2025/09/08 14:14:41.131, 0, 10911
2025/09/08 14:14:41.132, 0, 13325
2025/09/08 14:14:42.133, 0, 11409
2025/09/08 14:14:42.133, 0, 10851
2025/09/08 14:14:42.134, 0, 10911
2025/09/08 14:14:42.135, 0, 13325
2025/09/08 14:14:43.135, 0, 11409
2025/09/08 14:14:43.136, 0, 10851
2025/09/08 14:14:43.137, 0, 10911
2025/09/08 14:14:43.137, 0, 13325
2025/09/08 14:14:44.138, 0, 11409
2025/09/08 14:14:44.138, 0, 10851
2025/09/08 14:14:44.139, 0, 10911
2025/09/08 14:14:44.140, 0, 13325
2025/09/08 14:14:45.140, 0, 11409
2025/09/08 14:14:45.141, 0, 10851
2025/09/08 14:14:45.141, 0, 10911
2025/09/08 14:14:45.142, 0, 13325
2025/09/08 14:14:46.143, 0, 11409
2025/09/08 14:14:46.143, 0, 10851
2025/09/08 14:14:46.144, 0, 10911
2025/09/08 14:14:46.144, 0, 13325
2025/09/08 14:14:47.145, 0, 11409
2025/09/08 14:14:47.145, 0, 10851
2025/09/08 14:14:47.147, 0, 10911
2025/09/08 14:14:47.147, 0, 13325
2025/09/08 14:14:48.148, 0, 11409
2025/09/08 14:14:48.149, 0, 10851
2025/09/08 14:14:48.149, 0, 10911
2025/09/08 14:14:48.150, 0, 13325
2025/09/08 14:14:49.150, 0, 11409
2025/09/08 14:14:49.151, 0, 10851
2025/09/08 14:14:49.152, 0, 10911
2025/09/08 14:14:49.153, 0, 13325
2025/09/08 14:14:50.153, 0, 11409
2025/09/08 14:14:50.154, 0, 10851
2025/09/08 14:14:50.155, 0, 10911
2025/09/08 14:14:50.156, 0, 13325
2025/09/08 14:14:51.156, 0, 11409
2025/09/08 14:14:51.157, 0, 10851
2025/09/08 14:14:51.158, 0, 10911
2025/09/08 14:14:51.159, 0, 13325
2025/09/08 14:14:52.159, 0, 11409
2025/09/08 14:14:52.161, 0, 10851
2025/09/08 14:14:52.161, 0, 10911
2025/09/08 14:14:52.162, 0, 13325
2025/09/08 14:14:53.162, 0, 11409
2025/09/08 14:14:53.163, 0, 10851
2025/09/08 14:14:53.164, 0, 10911
2025/09/08 14:14:53.165, 0, 13325
2025/09/08 14:14:54.165, 0, 11409
2025/09/08 14:14:54.166, 0, 10851
2025/09/08 14:14:54.167, 0, 10911
2025/09/08 14:14:54.167, 0, 13325
2025/09/08 14:14:55.171, 0, 11409
2025/09/08 14:14:55.172, 0, 10851
2025/09/08 14:14:55.172, 0, 10911
2025/09/08 14:14:55.173, 0, 13325
2025/09/08 14:14:56.174, 0, 11409
2025/09/08 14:14:56.176, 0, 10851
2025/09/08 14:14:56.177, 0, 10911
2025/09/08 14:14:56.177, 0, 13325
2025/09/08 14:14:57.178, 0, 11409
2025/09/08 14:14:57.179, 0, 10851
2025/09/08 14:14:57.180, 0, 10911
2025/09/08 14:14:57.180, 0, 13325
2025/09/08 14:14:58.181, 0, 11409
2025/09/08 14:14:58.182, 0, 10851
2025/09/08 14:14:58.183, 0, 10911
2025/09/08 14:14:58.183, 0, 13325
2025/09/08 14:14:59.184, 0, 11409
2025/09/08 14:14:59.185, 0, 10851
2025/09/08 14:14:59.186, 0, 10911
2025/09/08 14:14:59.186, 0, 13325
2025/09/08 14:15:00.187, 0, 11409
2025/09/08 14:15:00.188, 0, 10851
2025/09/08 14:15:00.189, 0, 10911
2025/09/08 14:15:00.190, 0, 13325
2025/09/08 14:15:01.190, 0, 11409
2025/09/08 14:15:01.191, 0, 10851
2025/09/08 14:15:01.193, 0, 10911
2025/09/08 14:15:01.193, 0, 13325
2025/09/08 14:15:02.194, 0, 11409
2025/09/08 14:15:02.195, 0, 10851
2025/09/08 14:15:02.196, 0, 10911
2025/09/08 14:15:02.196, 0, 13325
2025/09/08 14:15:03.197, 0, 11409
2025/09/08 14:15:03.198, 0, 10851
2025/09/08 14:15:03.199, 0, 10911
2025/09/08 14:15:03.199, 0, 13325
2025/09/08 14:15:04.200, 0, 11409
2025/09/08 14:15:04.201, 0, 10851
2025/09/08 14:15:04.202, 0, 10911
2025/09/08 14:15:04.202, 0, 13325
2025/09/08 14:15:05.203, 0, 11409
2025/09/08 14:15:05.204, 0, 10851
2025/09/08 14:15:05.205, 0, 10911
2025/09/08 14:15:05.205, 0, 13325
2025/09/08 14:15:06.206, 0, 11409
2025/09/08 14:15:06.207, 0, 10851
2025/09/08 14:15:06.208, 0, 10911
2025/09/08 14:15:06.208, 0, 13325
2025/09/08 14:15:07.209, 0, 11409
2025/09/08 14:15:07.210, 0, 10851
2025/09/08 14:15:07.211, 0, 10911
2025/09/08 14:15:07.212, 0, 13325
2025/09/08 14:15:08.212, 0, 11409
2025/09/08 14:15:08.213, 0, 10851
2025/09/08 14:15:08.214, 0, 10911
2025/09/08 14:15:08.215, 0, 13325
2025/09/08 14:15:09.216, 0, 11409
